，	253386
：	168551
、	94922
0	81637
1	72116
2	60772
的	52278
地	50061
。	49460
e	43981
中	40241
市	38382
年	36551
国	35399
区	35082
t	31750
名	29823
文	27991
9	27476
3	24852
行	24782
5	23950
 	22566
8	22372
4	22188
人	22164
a	21137
i	20658
城	20307
6	20301
作	20168
是	20086
7	19638
一	18836
曲	18078
.	17807
o	17714
品	17473
C	17243
u	16862
s	16794
公	16365
r	16322
图	16016
大	15959
歌	15922
电	15453
c	15081
时	14504
月	14475
称	14349
北	14312
南	13517
b	13387
n	13190
（	12949
）	12903
乐	12898
有	12703
S	12591
西	12353
东	12169
出	12169
j	12004
上	11993
日	11887
《	11880
》	11880
演	11771
个	11687
发	11561
y	11440
在	11395
导	11378
要	11110
家	11066
为	11029
“	10999
”	10986
和	10939
州	10544
全	10397
长	10352
省	10169
小	10008
间	9994
山	9980
E	9937
p	9900
A	9867
平	9779
站	9759
政	9759
影	9709
司	9652
生	9634
剧	9507
用	9413
江	9336
之	9272
部	9171
片	9166
方	9068
位	8825
音	8734
点	8535
元	8507
外	8478
县	8454
了	8433
述	8431
级	8295
产	8294
美	8256
唱	8252
语	8174
代	8173
D	8146
于	8102
l	8046
高	8017
下	7975
等	7799
项	7794
业	7786
以	7758
类	7691
义	7625
海	7500
；	7494
主	7476
v	7368
口	7323
标	7262
新	7239
场	7214
自	7184
总	7173
成	7145
描	7085
O	6948
万	6942
面	6911
学	6874
签	6762
原	6758
通	6745
情	6731
第	6692
摘	6639
G	6634
度	6509
所	6457
k	6313
三	6277
视	6212
T	6164
化	6155
码	6148
机	6116
件	6085
车	6070
话	6067
里	6066
W	6059
网	6023
景	5994
天	5963
亿	5897
说	5875
别	5838
言	5829
辖	5811
最	5751
路	5704
气	5690
经	5684
M	5662
务	5650
银	5614
心	5605
风	5571
属	5542
航	5450
星	5349
号	5315
值	5298
候	5274
首	5239
制	5229
专	5197
d	5185
·	5177
内	5107
交	5101
分	5066
德	5054
由	5046
-	5040
辑	5025
P	5017
户	5008
开	4999
子	4986
R	4979
卫	4962
到	4899
林	4897
台	4841
古	4796
型	4795
g	4795
服	4750
商	4712
理	4712
安	4623
m	4618
与	4602
华	4580
河	4579
H	4574
线	4482
能	4461
游	4441
版	4426
B	4411
积	4401
h	4400
米	4396
书	4366
科	4341
流	4295
数	4291
治	4289
金	4275
都	4269
可	4267
京	4229
民	4212
我	4155
团	4129
牌	4128
集	4126
建	4108
单	4095
者	4077
阳	4056
爱	4055
现	4055
娱	4051
族	4025
王	4014
旅	3974
带	3963
百	3949
本	3899
编	3879
词	3878
著	3798
府	3772
尔	3727
张	3677
色	3672
明	3659
会	3653
合	3650
不	3645
港	3644
查	3624
广	3624
同	3618
世	3615
重	3599
Y	3593
特	3590
增	3549
软	3518
湖	3488
提	3469
对	3445
斯	3399
水	3350
千	3339
创	3327
花	3313
店	3294
Z	3260
)	3250
界	3247
